 H_par	H_perp
  0.98957223888064905      -0.48264664511083011     
   1.0159710235157255      -0.47375508374729791     
   1.0240844527026127      -0.45595178882508003     
   1.0502960328090707      -0.44582422933879118     
   1.0764604505049356      -0.43491826645786069     
   1.0652152624628253      -0.40889784129566353     
   1.0909831288752940      -0.39708539699852113     
   1.1166574342346793      -0.38449600071837226     
   1.1231977425540900      -0.36494908017611982     
   1.1485220090123973      -0.35113842685488883     
   1.1929257620012885      -0.34206596783901921     
   1.2373509810608982      -0.33154720579071761     
   1.2235429087597369      -0.30506351867072162     
   1.2871428537050646      -0.29716035091509502     
   1.2725700269781970      -0.27049311717067887     
   1.3163620516363050      -0.25587486983261509     
   1.3403233507017775      -0.23633517631440293     
   1.4232588978122422      -0.22542207034423514     
   1.4269762862773805      -0.20054844402790914     
   1.4699608499671777      -0.18048850258055923     
   1.4927773644905651      -0.15689722771483941     
   1.5351360294332272      -0.13430700330208178     
   1.5971000442490144      -0.11168011756707630     
   1.6786962477942522       -8.7976744890326780E-002
   1.7399394297812256       -6.0760025449169100E-002
   1.8407196067673113       -3.2129881145043532E-002
   1.9809999999999999        0.0000000000000000     
   1.8207226528643530        3.1780833006585699E-002
   1.7399394297812256        6.0760025449169100E-002
   1.6587236571006858        8.6930025736366920E-002
   1.6170513252515006       0.11307524708071873     
   1.5550599233908293       0.13605011820541835     
   1.5126678023918385       0.15898779703815508     
   1.4501099269426376       0.17805111564496762     
   1.4071709249133639       0.19776498193175493     
   1.3639975974175618       0.21603600218278191     
   1.3403233507017775       0.23633517631440293     
   1.2967295079877397       0.25205868982019730     
   1.2921329789686382       0.27465135110105054     
   1.2481680511704676       0.28816230849525865     
   1.2429488232523578       0.30990195671466647     
   1.2373509810608982       0.33154720579071761     
   1.1737005281253612       0.33655322057328158     
   1.1676481040833782       0.35698586110725999     
   1.1422188728259628       0.37112942022990680     
   1.1166574342346793       0.38449600071837226     
   1.1285708335738400       0.41076620309666140     
   1.0652152624628253       0.40889784129566353     
   1.0950041275162179       0.44241039852431824     
   1.0502960328090707       0.44582422933879118     
   1.0240844527026127       0.45595178882508003     
  0.99784486787762150       0.46530271829239517     
   1.0255240005111901       0.50018149143638246     
  0.96317804621203618       0.49076374284900548     
  0.97212529270846471       0.51688820384729406     
  0.94546389603614589       0.52407921280294256     
  0.93617345361564253       0.54050001364048106     
  0.92659784367638154       0.55675617292876056     
  0.88281805952525294       0.55164596778737240     
  0.87305605214408133       0.56696924944355753     
  0.86302810341714220       0.58211982676439600     
  0.85273726795493043       0.59709308473701239     
  0.82600634076383650       0.60012875703296920     
  0.84735226468571800       0.63852575479144524     
  0.80455896783124925       0.62859038115637333     
  0.79346601447690346       0.64253613429140177     
  0.78213136367461866       0.65628616468464507     
  0.78565265941219653       0.68295746482379338     
  0.75875085287642263       0.68318236456988635     
  0.74671211481098876       0.69632034121839381     
  0.73444592098916217       0.70924621193375514     
  0.72195600781261415       0.72195603937031549     
  0.69535301274234329       0.72005915567413370     
  0.68268034171121184       0.73208507090437436     
  0.68318233140383133       0.75875088273927260     
  0.66983625026123073       0.77055849734849702     
  0.66914188231827221       0.79745228153636849     
  0.65512250704390074       0.80900896210395234     
  0.64090357509646345       0.82031921069091862     
  0.62648941770061439       0.83137958208579132     
  0.61188442554857370       0.84218670719211175     
  0.58562151917329175       0.83635425286248510     
  0.58211978904023742       0.86302812886240809     
  0.56696921128106337       0.87305607692709453     
  0.55164592919816735       0.88281808363846415     
  0.54645537141892608       0.90945452170375374     
  0.53049997322377318       0.91885296887455059     
  0.52407917147540084       0.94546391894437587     
  0.51688816135434579       0.97212531530236568     
  0.50892331964621595       0.99881832918718283     
  0.48264660185525154       0.98957225997780385     
  0.46530267467520858       0.99784488821664918     
  0.44781701178508304        1.0058135632192871     
  0.44582418342889119        1.0502960522966664     
  0.42742608814839012        1.0579167921770427     
  0.40889779473362337        1.0652152803363173     
  0.39708534931013162        1.0909831462324475     
  0.38449595190772340        1.1166574510415328     
  0.36494903107958487        1.1231977585065205     
  0.35113837665139502        1.1485220243611451     
  0.33655316926919987        1.1737005428365690     
  0.32119439130768390        1.1987139621246121     
  0.30990190238364529        1.2429488367986019     
  0.29266127429419481        1.2676554652303984     
  0.27465129462012172        1.2921329909740293     
  0.25587481229259973        1.3163620628209500     
  0.23633511772700613        1.3403233610323153     
  0.21603594256055075        1.3639976068607942     
  0.20054838165279185        1.4269762950436302     
  0.18536321046228751        1.5096627041187423     
  0.15689716246346572        1.4927773713487595     
  0.13605005023158728        1.5550599293377674     
  0.11307517639715761        1.6170513301941751     
   8.6929953231250148E-002   1.6587236609005165     
   6.0759949393997911E-002   1.7399394324371289     
   3.1780753420267836E-002   1.8207226542535357     
  -8.6592263593689429E-008   1.9809999999999979     
  -3.1780912592903769E-002   1.8207226514751669     
  -6.0760101504339907E-002   1.7399394271253186     
  -8.6930098241483511E-002   1.6587236533008520     
 -0.11168018737853920        1.5971000393673198     
 -0.13430707040501122        1.5351360235624800     
 -0.15689729296621285        1.4927773576323677     
 -0.17805117903128811        1.4501099191597744     
 -0.19776504344115176        1.4071709162687802     
 -0.22229344230624398        1.4035051212972613     
 -0.23633523490179953        1.3403233403712371     
 -0.25587492737262979        1.3163620404516576     
 -0.27465140758197887        1.2921329669632446     
 -0.28816236305441895        1.2481680385744913     
 -0.30990201104568682        1.2429488097061112     
 -0.32119449610258960        1.1987139340449009     
 -0.34206601998346220        1.1929257470491084     
 -0.35113847705838191        1.1485219936636477     
 -0.37730981104310801        1.1612399866051004     
 -0.38449604952902056        1.1166574174278234     
 -0.39708544468690971        1.0909831115181383     
 -0.42323260785271444        1.1025584608764245     
 -0.42742618063441551        1.0579167548102617     
 -0.44582427524869023        1.0502960133214729     
 -0.45595183358923452        1.0240844327723253     
 -0.46530276190958070       0.99784484753859204     
 -0.47387926441788097       0.97159633735145789     
 -0.49076378495085621       0.96317802476006975     
 -0.50749881407248021       0.95446631879549637     
 -0.52407925413048317       0.94546387312791402     
 -0.53050005355245222       0.91885292249676453     
 -0.54645545092596626       0.90945447393110257     
 -0.56224439266623216       0.89977899670718009     
 -0.57786206930837625       0.88982943806925219     
 -0.58211986448855335       0.86302807797187464     
 -0.59709312201134324       0.85273724185516087     
 -0.60012879313885392       0.82600631453137352     
 -0.63852579183038982       0.84735223677486893     
 -0.64090364681104695       0.82031915466134309     
 -0.65512257776971083       0.80900890483131838     
 -0.66914195203376492       0.79745222303812191     
 -0.66983631762559415       0.77055843878954688     
 -0.69656501081597821       0.77361371866515916     
 -0.68268040571212119       0.73208501122255831     
 -0.69535307569191385       0.72005909488443753     
 -0.70781393437702578       0.70781384155843907     
 -0.72005918606897967       0.69535298126755618     
 -0.73208510074528044       0.68268030971075500     
 -0.75875091260212124       0.68318229823777488     
 -0.77055852662796975       0.66983621657904713     
 -0.78213142104897670       0.65628609630854440     
 -0.79346607064919539       0.64253606492439452     
 -0.80455902278436475       0.62859031081958938     
 -0.81540689843361636       0.61445308200616078     
 -0.82600639322875757       0.60012868482119630     
 -0.83635427846081489       0.58562148261508440     
 -0.87960890655181601       0.59330360820975836     
 -0.87305610171010595       0.56696917311856820     
 -0.91674003312157459       0.57284265873994944     
 -0.90945454559007688       0.54645533166540405     
 -0.91885299206344095       0.53049993305943222     
 -0.94546394185260385       0.52407913014785845     
 -0.95446638534592398       0.50749868890932726     
 -0.96317808911596314       0.49076365864530119     
  -1.0075481626566998       0.49141398019094701     
 -0.99784490855567498       0.46530263105802083     
  -1.0058135827939902       0.44781696781957364     
  -1.0502960717842602       0.44582413751899064     
  -1.0579168108604302       0.42742604190537598     
  -1.0652152982098073       0.40889774817158242     
  -1.0909831635895990       0.39708530162174172     
  -1.1166574678483845       0.38449590309707338     
  -1.1231977744589488       0.36494898198304926     
  -1.1485220397098903       0.35113832644790083     
  -1.1929257919056420       0.34206586355013124     
  -1.2180324931050681       0.32637071826414188     
  -1.2429488503448436       0.30990184805262394     
  -1.2481680763624130       0.28816219937693643     
  -1.2725700506254525       0.27049300591906833     
  -1.3163620740055924       0.25587475475258425     
  -1.3797156820568357       0.24328098299382173     
  -1.3639976163040244       0.21603588293831916     
  -1.4269763038098775       0.20054831927767464     
  -1.4699608657459786       0.18048837407249432     
  -1.5126678162909879       0.15898766479652995     
  -1.5351360411747130       0.13430686909622211     
  -1.5971000540123947       0.11167997794414983     
  -1.6986688462704909        8.9023315541934156E-002
  -1.7799150682944773        6.2155849750977099E-002
  -1.8207226556427147        3.1780673833949377E-002
  -1.9809999999999923       -1.7318452718737870E-007
  -1.8407196039584208       -3.2130042065868364E-002
  -1.7399394244694084       -6.0760177559511117E-002
  -1.6786962401030743       -8.7976891646619204E-002
  -1.6170513153661419      -0.11307538844784031     
  -1.5550599114969437      -0.13605025415307964     
  -1.4927773507741677      -0.15689735821758594     
  -1.4699608341883654      -0.18048863108862231     
  -1.4071709076241941      -0.19776510495054858     
  -1.4035051115805046      -0.22229350365540348     
  -1.3403233300406943      -0.23633529348919527     
  -1.2967294859520633      -0.25205880318389501     
  -1.2921329549578486      -0.27465146406290664     
  -1.2481680259785128      -0.28816241761357830     
  -1.2429487961598624      -0.30990206537670700     
  -1.1987139200050421      -0.32119454850004159     
  -1.1737004987029387      -0.33655332318144321     
  -1.1485219783148954      -0.35113852726187467     
  -1.1231977106492224      -0.36494917836918750     
  -1.1166574006209657      -0.38449609833966786     
  -1.0909830941609806      -0.39708549237529789     
  -1.0838868345460866      -0.41606529523340918     
  -1.0579167361268684      -0.42742622687742671     
  -1.0318858975352954      -0.43800969677368801     
  -1.0240844128420359      -0.45595187835338813     
 -0.99784482719956058      -0.46530280552676562     
 -0.97159631663753565      -0.47387930688770691     
 -0.96317800330810166      -0.49076382705270605     
 -0.95446629661201687      -0.50749885579352916     
 -0.92797145706112949      -0.51438310127748577     
 -0.93617340636362523      -0.54050009548336475     
 -0.90945445004477443      -0.54645549067948496     
 -0.88281801129882542      -0.55164604496577940     
 -0.87305600257805005      -0.56696932576854253     
 -0.86302805252660542      -0.58211990221270982     
 -0.83635417606748597      -0.58562162884790769     
 -0.82600628829890899      -0.60012882924473754     
 -0.81540679099921065      -0.61445322457642726     
 -0.80455891287812742      -0.62859045149315262     
 -0.80900887619499917      -0.65512261313261388     
 -0.79745219378899623      -0.66914198689150939     
 -0.78565259970615331      -0.68295753350773036     
 -0.75875079315071814      -0.68318243090199271     
 -0.73208498138164813      -0.68268043771257392     
 -0.72005906448958734      -0.69535310716669707     
 -0.70781381061890758      -0.70781396531655205     
 -0.69535294979276752      -0.72005921646382431     
 -0.69632024329891440      -0.74671220612237255     
 -0.68318226507171720      -0.75875094246496833     
 -0.66983618289686220      -0.77055855590744116     
 -0.65628606212049256      -0.78213144973615323     
 -0.64253603024088901      -0.79346609873533924     
 -0.62859027565119518      -0.80455905026092045     
 -0.61445304636359166      -0.81540692529221359     
 -0.60012864871530813      -0.82600641946121589     
 -0.60856449977115068      -0.86912038844931550     
 -0.58211971359191739      -0.86302817975293489     
 -0.56696913495607182      -0.87305612649311581     
 -0.55164585201975391      -0.88281813186488167     
 -0.54645529191188158      -0.90945456947639791     
 -0.54049989087614758      -0.93617352449365521     
 -0.51438289846286178      -0.92797156948310922     
 -0.51688807636844647      -0.97212536049016174     
 -0.49984342443509322      -0.98099824212329723     
 -0.48264651534409148      -0.98957230217210790     
 -0.46530258744083292      -0.99784492889469856     
 -0.44781692385406346       -1.0058136023686914     
 -0.43800947124784251       -1.0318859932653341     
 -0.42742599566236178       -1.0579168295438155     
 -0.41606505834239854       -1.0838869254800225     
 -0.40392565451790419       -1.1097770341930322     
 -0.38449585428642347       -1.1166574846552335     
 -0.36494893288651292       -1.1231977904113750     
 -0.35698570798869167       -1.1676481508964129     
 -0.34206581140568693       -1.1929258068578150     
 -0.32119428651277565       -1.1987139902043142     
 -0.30506335822243480       -1.2235429487639780     
 -0.28816214481777513       -1.2481680889583819     
 -0.27465118165826247       -1.2921330149848040     
 -0.25205851977464694       -1.2967295410412356     
 -0.23633500055221118       -1.3403233816933831     
 -0.21603582331608720       -1.3639976257472517     
 -0.19776479740356154       -1.4071709508470986     
 -0.17805092548600482       -1.4501099502912105     
 -0.15689703196071739       -1.4927773850651400     
 -0.13604991428392435       -1.5550599412316353     
 -0.11167990813268709       -1.5971000588940802     
  -8.6929808221016133E-002  -1.6587236685001685     
  -6.0759797283655076E-002  -1.7399394377489261     
  -3.2129639763805957E-002  -1.8407196109806208     
   2.5977679078106768E-007  -1.9809999999999830     
